Crime_ID,Date,Time,Time_Slot,Area,Police_Station,Latitude,Longitude,Crime_Type,Street_Lighting_Score,Crowd_Density,Nearby_Police_km,Nearby_Hospital_km,Known_Dark_Spot,Risk_Score,Risk_Level,Area_Risk_Priority,
NAG2025_0360,2025-02-05,02:53,Night,Nandanvan,Nandanvan,21.14324,79.12407,Assault,3,High,0.96,0.71,FALSE,91,High,23,
NAG2025_0361,2025-07-02,05:01,Night,Jaripatka,Jaripatka,21.18694,79.09091,Domestic Violence,8,Low,4.55,1.92,TRUE,83,High,17,
NAG2025_0362,2025-03-09,12:30,Afternoon,Ajni,Ajni,21.1287,79.08465,Assault,6,High,0.73,3.85,FALSE,59,Medium,11,
NAG2025_0363,2025-10-17,12:13,Afternoon,Nandanvan,Nandanvan,21.14123,79.12501,Sexual Harassment,5,Low,4.92,3.26,FALSE,64,Medium,23,
NAG2025_0364,2025-12-27,12:49,Afternoon,Wathoda,Wathoda,21.13681,79.13275,Eve Teasing,8,Low,3.51,1.59,FALSE,61,Medium,30,
NAG2025_0365,2025-10-03,12:02,Afternoon,Sitabuldi,Sitabuldi,21.14144,79.09059,Molestation,2,Medium,4.11,0.65,FALSE,63,Medium,5,
NAG2025_0366,2025-05-01,17:46,Evening,Beltarodi,Beltarodi,21.07423,79.07527,Sexual Harassment,10,Medium,4.59,1.91,TRUE,69,High,2,
NAG2025_0367,2025-07-17,07:18,Morning,Imamwada,Imamwada,21.13247,79.09052,Sexual Harassment,2,Medium,4.71,3.1,FALSE,81,High,16,
NAG2025_0368,2025-04-03,17:28,Evening,Hingna,Hingna,21.071,79.03004,Eve Teasing,10,Medium,2.58,4.9,TRUE,63,Medium,7,
NAG2025_0369,2025-05-19,15:00,Afternoon,Kotwali,Kotwali,21.14724,79.11042,Domestic Violence,5,Medium,3.8,1.68,FALSE,57,Medium,18,
NAG2025_0370,2025-12-13,23:45,Night,Hudkeshwar,Hudkeshwar,21.09126,79.12538,Eve Teasing,7,High,1.24,3.19,FALSE,55,Medium,1,
NAG2025_0371,2025-02-27,02:38,Night,Manewada,Manewada,21.09503,79.10335,Stalking,5,Medium,3.82,3.92,FALSE,67,Medium,22,
NAG2025_0372,2025-04-19,01:12,Night,Lashkaribagh,Lashkaribagh,21.17017,79.10019,Sexual Harassment,10,Medium,1.44,1.34,FALSE,68,High,20,
NAG2025_0373,2025-03-17,00:25,Night,Sadar,Sadar,21.161,79.07603,Kidnapping,8,Low,3.93,0.44,FALSE,78,High,26,
NAG2025_0374,2025-08-06,01:47,Night,Manewada,Manewada,21.09747,79.1123,Stalking,3,Low,0.7,2.69,FALSE,100,High,22,
NAG2025_0375,2025-10-02,18:05,Evening,Kotwali,Kotwali,21.14063,79.10409,Domestic Violence,6,High,0.99,4.28,FALSE,61,Medium,18,
NAG2025_0376,2025-01-04,19:17,Evening,Wathoda,Wathoda,21.13648,79.13269,Molestation,5,Medium,4.74,0.28,TRUE,82,High,30,
NAG2025_0377,2025-09-27,06:50,Morning,Nandanvan,Nandanvan,21.14045,79.12825,Kidnapping,7,Low,3.93,0.86,FALSE,56,Medium,23,
NAG2025_0378,2025-04-05,12:01,Afternoon,Beltarodi,Beltarodi,21.07287,79.08183,Sexual Harassment,6,Medium,3.01,3.33,FALSE,58,Medium,2,
NAG2025_0379,2025-08-16,22:31,Night,Sitabuldi,Sitabuldi,21.14613,79.08722,Domestic Violence,3,High,0.5,4.82,TRUE,100,High,5,
NAG2025_0380,2025-01-22,18:51,Evening,Kotwali,Kotwali,21.14816,79.11145,Eve Teasing,5,Low,3.24,1.24,FALSE,68,High,18,
NAG2025_0381,2025-12-04,00:47,Night,Beltarodi,Beltarodi,21.07734,79.07909,Stalking,10,Medium,4.76,4.08,TRUE,68,High,2,
NAG2025_0382,2025-07-09,20:46,Evening,Imamwada,Imamwada,21.13255,79.08631,Domestic Violence,1,Low,2.05,0.81,FALSE,98,High,16,
NAG2025_0383,2025-04-09,19:19,Evening,Hudkeshwar,Hudkeshwar,21.0944,79.12206,Eve Teasing,8,Medium,0.55,4.2,TRUE,92,High,1,
NAG2025_0384,2025-07-18,18:32,Evening,Mahal,Mahal,21.14383,79.10838,Stalking,4,Medium,2.79,3.36,TRUE,87,High,6,
NAG2025_0385,2025-05-08,08:03,Morning,Nandanvan,Nandanvan,21.13599,79.13087,Kidnapping,3,Medium,2.81,4.48,FALSE,67,Medium,23,
NAG2025_0386,2025-04-20,17:28,Evening,Seminary Hills,Seminary Hills,21.16928,79.05587,Eve Teasing,5,High,0.96,1.04,FALSE,68,High,27,
NAG2025_0387,2025-02-24,21:15,Night,Dharampeth,Dharampeth,21.14299,79.06283,Eve Teasing,1,Medium,0.89,3.09,FALSE,100,High,13,
NAG2025_0388,2025-06-08,09:03,Morning,Pardi,Pardi,21.14586,79.16043,Kidnapping,1,High,2.72,3.11,FALSE,74,High,8,
NAG2025_0389,2025-01-29,04:16,Night,Yashodhara Nagar,Yashodhara Nagar,21.17721,79.13036,Domestic Violence,3,High,2.71,1.64,TRUE,92,High,4,
NAG2025_0390,2025-09-25,00:47,Night,Beltarodi,Beltarodi,21.07677,79.07547,Eve Teasing,3,Medium,0.8,1.25,TRUE,100,High,2,
NAG2025_0391,2025-10-24,13:02,Afternoon,Sadar,Sadar,21.15822,79.07513,Domestic Violence,7,High,1.29,2.82,FALSE,53,Medium,26,
NAG2025_0392,2025-12-15,00:26,Night,Yashodhara Nagar,Yashodhara Nagar,21.17923,79.12755,Kidnapping,1,Low,3.65,2.45,TRUE,100,High,4,
NAG2025_0393,2025-08-08,17:59,Evening,Yashodhara Nagar,Yashodhara Nagar,21.18207,79.12548,Domestic Violence,9,High,4.39,3.05,FALSE,34,Low,4,
NAG2025_0394,2025-06-11,21:17,Night,Yashodhara Nagar,Yashodhara Nagar,21.17733,79.1293,Sexual Harassment,8,Medium,2.11,2.55,FALSE,62,Medium,4,
NAG2025_0395,2025-05-27,14:52,Afternoon,Telangkhedi,Telangkhedi,21.1538,79.04502,Domestic Violence,5,Low,2.1,3.75,FALSE,81,High,10,
NAG2025_0396,2025-09-04,22:04,Night,Besa,Besa,21.08771,79.09291,Eve Teasing,3,High,1.38,0.6,FALSE,81,High,12,
NAG2025_0397,2025-07-26,12:55,Afternoon,Kotwali,Kotwali,21.15013,79.1103,Molestation,2,High,4.66,1.07,FALSE,55,Medium,18,
NAG2025_0398,2025-07-30,08:50,Morning,Pardi,Pardi,21.14153,79.16058,Stalking,3,High,2.41,4.69,FALSE,69,High,8,
NAG2025_0399,2025-12-26,13:56,Afternoon,Mahal,Mahal,21.14482,79.11022,Stalking,1,Medium,2.8,4.87,FALSE,81,High,6,
NAG2025_0400,2025-11-18,15:53,Afternoon,Ajni,Ajni,21.13109,79.08536,Domestic Violence,5,High,4.07,3.01,FALSE,52,Medium,11,
NAG2025_0401,2025-09-26,22:53,Night,Lakadganj,Lakadganj,21.15403,79.11578,Domestic Violence,4,Medium,2.68,3.4,FALSE,91,High,19,
NAG2025_0402,2025-03-28,20:44,Evening,Nandanvan,Nandanvan,21.1401,79.13087,Domestic Violence,8,High,3.7,4.13,TRUE,58,Medium,23,
NAG2025_0403,2025-08-01,21:38,Night,Wathoda,Wathoda,21.141,79.13784,Molestation,5,Medium,3.16,0.27,FALSE,84,High,30,
NAG2025_0404,2025-03-02,13:13,Afternoon,Beltarodi,Beltarodi,21.07363,79.07496,Sexual Harassment,6,Low,2.23,2.73,TRUE,80,High,2,
NAG2025_0405,2025-03-28,13:55,Afternoon,Hudkeshwar,Hudkeshwar,21.09268,79.12794,Molestation,1,High,3.99,1.92,FALSE,61,Medium,1,
NAG2025_0406,2025-01-08,09:14,Morning,Hudkeshwar,Hudkeshwar,21.08775,79.13108,Kidnapping,8,Low,1.77,2.47,FALSE,55,Medium,1,
NAG2025_0407,2025-04-21,20:53,Evening,Mahal,Mahal,21.14658,79.1111,Molestation,4,High,3.46,4.83,TRUE,70,High,6,
NAG2025_0408,2025-04-07,20:36,Evening,Telangkhedi,Telangkhedi,21.15591,79.04888,Eve Teasing,2,High,2.9,0.35,FALSE,62,Medium,10,
NAG2025_0409,2025-11-18,02:04,Night,Pratap Nagar,Pratap Nagar,21.1157,79.0578,Eve Teasing,2,Low,4.02,3.95,FALSE,98,High,25,
NAG2025_0410,2025-09-12,13:45,Afternoon,Beltarodi,Beltarodi,21.07809,79.07758,Eve Teasing,4,Medium,2.22,4.85,FALSE,66,Medium,2,
NAG2025_0411,2025-09-09,17:59,Evening,Yashodhara Nagar,Yashodhara Nagar,21.18455,79.12279,Assault,7,High,2.5,4.28,FALSE,43,Medium,4,
NAG2025_0412,2025-10-23,19:38,Evening,Mahal,Mahal,21.13971,79.1107,Molestation,6,Medium,2.39,3.09,FALSE,69,High,6,
NAG2025_0413,2025-05-17,01:10,Night,Wathoda,Wathoda,21.13361,79.14013,Stalking,3,Medium,4.95,2.84,FALSE,87,High,30,
NAG2025_0414,2025-02-01,17:42,Evening,Besa,Besa,21.08756,79.08738,Kidnapping,7,Low,1.96,1.38,FALSE,71,High,12,
NAG2025_0415,2025-06-06,18:55,Evening,Sadar,Sadar,21.16501,79.07597,Stalking,10,Low,2.8,2.36,FALSE,47,Medium,26,
NAG2025_0416,2025-05-19,20:44,Evening,Yashodhara Nagar,Yashodhara Nagar,21.18521,79.12168,Eve Teasing,6,High,1.15,4.81,FALSE,61,Medium,4,
NAG2025_0417,2025-11-04,03:15,Night,Yashodhara Nagar,Yashodhara Nagar,21.18262,79.13066,Kidnapping,2,Medium,3.95,4.65,TRUE,100,High,4,
NAG2025_0418,2025-01-01,09:59,Morning,Telangkhedi,Telangkhedi,21.1609,79.04819,Stalking,6,Medium,3.46,3.71,FALSE,51,Medium,10,
NAG2025_0419,2025-08-19,12:55,Afternoon,Dharampeth,Dharampeth,21.13732,79.05863,Molestation,5,Low,4.8,3.29,FALSE,61,Medium,13,
NAG2025_0420,2025-11-28,17:31,Evening,Pardi,Pardi,21.14756,79.1648,Molestation,2,High,3.47,2.4,FALSE,65,Medium,8,
NAG2025_0421,2025-04-14,14:06,Afternoon,Panchpaoli,Panchpaoli,21.1492,79.09359,Domestic Violence,4,Medium,4.62,1.29,FALSE,69,High,24,
NAG2025_0422,2025-10-21,13:44,Afternoon,Sitabuldi,Sitabuldi,21.14272,79.08395,Assault,4,Low,3.13,0.96,FALSE,78,High,5,
NAG2025_0423,2025-08-07,23:11,Night,Hudkeshwar,Hudkeshwar,21.09136,79.12982,Eve Teasing,4,Medium,3.13,0.88,FALSE,87,High,1,
NAG2025_0424,2025-04-06,13:33,Afternoon,Kotwali,Kotwali,21.14261,79.10524,Eve Teasing,4,Low,2.99,2.52,FALSE,68,High,18,
NAG2025_0425,2025-07-16,21:26,Night,Dharampeth,Dharampeth,21.14052,79.06739,Molestation,7,High,0.31,0.24,FALSE,67,Medium,13,
NAG2025_0426,2025-10-09,03:08,Night,Telangkhedi,Telangkhedi,21.16213,79.05167,Sexual Harassment,2,High,3.45,3.14,FALSE,78,High,10,
NAG2025_0427,2025-09-02,20:18,Evening,Ajni,Ajni,21.12781,79.08619,Eve Teasing,9,Medium,0.38,0.65,FALSE,52,Medium,11,
NAG2025_0428,2025-12-07,02:20,Night,Pardi,Pardi,21.14193,79.16323,Domestic Violence,1,Medium,0.78,4.56,FALSE,100,High,8,
NAG2025_0429,2025-11-16,14:35,Afternoon,Pratap Nagar,Pratap Nagar,21.12059,79.05776,Eve Teasing,10,Medium,3.71,2.63,FALSE,30,Low,25,
NAG2025_0430,2025-08-16,02:47,Night,Ajni,Ajni,21.12485,79.0838,Kidnapping,10,High,1.65,2.52,FALSE,51,Medium,11,
NAG2025_0431,2025-05-28,20:05,Evening,Imamwada,Imamwada,21.12976,79.086,Kidnapping,3,High,4.76,2.19,FALSE,70,High,16,
NAG2025_0432,2025-03-22,16:22,Afternoon,Lakadganj,Lakadganj,21.15663,79.11451,Molestation,2,High,3.58,2.44,FALSE,53,Medium,19,
NAG2025_0433,2025-07-14,21:11,Night,Hingna,Hingna,21.07378,79.02411,Kidnapping,5,Medium,1.85,0.26,FALSE,80,High,7,
NAG2025_0434,2025-01-19,16:37,Afternoon,Mahalaxmi Nagar,Mahalaxmi Nagar,21.09908,79.12339,Stalking,6,Medium,4.49,4.33,TRUE,66,Medium,9,
NAG2025_0435,2025-12-13,18:42,Evening,Hingna,Hingna,21.06859,79.02209,Domestic Violence,2,High,3.43,0.88,TRUE,80,High,7,
NAG2025_0436,2025-02-17,10:04,Morning,Ajni,Ajni,21.12341,79.07764,Stalking,10,Low,1.47,2.83,FALSE,46,Medium,11,
NAG2025_0437,2025-10-11,05:18,Night,Yashodhara Nagar,Yashodhara Nagar,21.18483,79.12478,Domestic Violence,3,Medium,3.15,1.51,FALSE,76,High,4,
NAG2025_0438,2025-03-23,08:12,Morning,Beltarodi,Beltarodi,21.07303,79.07919,Assault,5,Medium,0.88,1.03,TRUE,90,High,2,
NAG2025_0439,2025-04-20,03:22,Night,Kalamna,Kalamna,21.15352,79.14075,Kidnapping,6,Low,2.17,0.77,FALSE,82,High,3,
NAG2025_0440,2025-09-29,06:26,Morning,Lashkaribagh,Lashkaribagh,21.1673,79.10212,Stalking,4,Low,3.83,4.27,FALSE,74,High,20,
NAG2025_0441,2025-11-04,11:18,Morning,Mahalaxmi Nagar,Mahalaxmi Nagar,21.09549,79.12178,Molestation,7,Low,1.81,3.55,FALSE,72,High,9,
NAG2025_0442,2025-08-17,10:11,Morning,Hudkeshwar,Hudkeshwar,21.09324,79.1232,Eve Teasing,10,Low,0.69,2.53,TRUE,70,High,1,
NAG2025_0443,2025-01-16,02:53,Night,Hudkeshwar,Hudkeshwar,21.08647,79.12765,Kidnapping,4,High,1.48,3.27,TRUE,100,High,1,
NAG2025_0444,2025-05-06,03:34,Night,Lakadganj,Lakadganj,21.15224,79.11708,Stalking,2,High,4.67,4.92,TRUE,93,High,19,
NAG2025_0445,2025-02-07,02:14,Night,Lashkaribagh,Lashkaribagh,21.16399,79.09565,Eve Teasing,3,High,3.13,2.66,FALSE,76,High,20,
NAG2025_0446,2025-08-03,06:40,Morning,Trimurti Nagar,Trimurti Nagar,21.11468,79.03706,Assault,7,High,0.78,2.76,FALSE,55,Medium,28,
NAG2025_0447,2025-07-17,14:32,Afternoon,Hudkeshwar,Hudkeshwar,21.09518,79.12807,Eve Teasing,7,Low,0.41,1.89,TRUE,95,High,1,
NAG2025_0448,2025-09-11,19:21,Evening,Panchpaoli,Panchpaoli,21.15028,79.09392,Eve Teasing,2,Low,0.6,4.85,FALSE,100,High,24,
NAG2025_0449,2025-03-23,19:49,Evening,Hingna,Hingna,21.06783,79.02952,Eve Teasing,3,Medium,0.42,2.01,TRUE,100,High,7,
NAG2025_0450,2025-10-26,07:40,Morning,Telangkhedi,Telangkhedi,21.15471,79.04877,Eve Teasing,7,High,1.08,4.37,FALSE,45,Medium,10,
NAG2025_0451,2025-06-30,14:42,Afternoon,Wathoda,Wathoda,21.13476,79.13693,Kidnapping,4,High,2.83,1.23,FALSE,54,Medium,30,
NAG2025_0452,2025-09-28,16:46,Afternoon,Sadar,Sadar,21.16176,79.06976,Molestation,7,High,0.58,0.38,FALSE,50,Medium,26,
NAG2025_0453,2025-05-06,04:31,Night,Hudkeshwar,Hudkeshwar,21.0916,79.12319,Assault,7,Medium,3.82,2.18,TRUE,78,High,1,
NAG2025_0454,2025-04-07,10:22,Morning,Pratap Nagar,Pratap Nagar,21.11183,79.05244,Sexual Harassment,3,High,1.53,1.41,TRUE,75,High,25,
NAG2025_0455,2025-06-02,06:34,Morning,Manewada,Manewada,21.10023,79.11056,Domestic Violence,6,High,3.27,2.32,TRUE,54,Medium,22,
NAG2025_0456,2025-09-11,15:40,Afternoon,Nandanvan,Nandanvan,21.13758,79.13142,Domestic Violence,9,Low,2.8,4.38,FALSE,60,Medium,23,
NAG2025_0457,2025-04-03,16:43,Afternoon,Trimurti Nagar,Trimurti Nagar,21.11258,79.04083,Molestation,1,High,4.65,0.91,FALSE,54,Medium,28,
NAG2025_0458,2025-01-17,19:01,Evening,Manewada,Manewada,21.09934,79.11174,Sexual Harassment,8,Low,1.96,1.67,FALSE,69,High,22,
NAG2025_0459,2025-07-04,11:48,Morning,Hudkeshwar,Hudkeshwar,21.09424,79.12899,Eve Teasing,7,High,0.88,0.33,FALSE,57,Medium,1,
NAG2025_0460,2025-03-31,20:52,Evening,Mahalaxmi Nagar,Mahalaxmi Nagar,21.10459,79.11775,Sexual Harassment,7,Medium,1.88,0.86,TRUE,90,High,9,
NAG2025_0461,2025-03-17,12:25,Afternoon,Gittikhadan,Gittikhadan,21.16766,79.05554,Molestation,7,Low,0.59,1.69,FALSE,68,High,15,
NAG2025_0462,2025-06-24,02:40,Night,Imamwada,Imamwada,21.13464,79.09472,Assault,8,Medium,4.01,0.83,FALSE,59,Medium,16,
NAG2025_0463,2025-08-28,12:34,Afternoon,Trimurti Nagar,Trimurti Nagar,21.11128,79.04126,Eve Teasing,3,Medium,2.2,3.24,TRUE,84,High,28,
NAG2025_0464,2025-10-03,13:58,Afternoon,Beltarodi,Beltarodi,21.07574,79.08079,Eve Teasing,10,Medium,2.91,4.24,FALSE,27,Low,2,
NAG2025_0465,2025-03-25,06:58,Morning,Nandanvan,Nandanvan,21.13629,79.13118,Sexual Harassment,9,Medium,3.06,4.36,FALSE,40,Low,23,
NAG2025_0466,2025-10-02,22:26,Night,Lashkaribagh,Lashkaribagh,21.16777,79.10157,Eve Teasing,7,Medium,4.38,1.93,FALSE,64,Medium,20,
NAG2025_0467,2025-03-30,19:29,Evening,Manewada,Manewada,21.09648,79.10386,Assault,1,Low,2.78,0.22,TRUE,100,High,22,
NAG2025_0468,2025-02-01,17:41,Evening,Besa,Besa,21.08186,79.09334,Eve Teasing,7,High,0.99,2.14,FALSE,65,Medium,12,
NAG2025_0469,2025-07-25,22:26,Night,Pratap Nagar,Pratap Nagar,21.11722,79.05852,Assault,9,Low,3.29,3.74,FALSE,73,High,25,
NAG2025_0470,2025-09-16,01:27,Night,Manewada,Manewada,21.09994,79.10537,Stalking,6,Low,4.12,2.05,FALSE,78,High,22,
NAG2025_0471,2025-11-09,10:16,Morning,Beltarodi,Beltarodi,21.07451,79.07389,Eve Teasing,6,Low,1.84,4.64,FALSE,64,Medium,2,
NAG2025_0472,2025-05-19,08:58,Morning,Hingna,Hingna,21.06914,79.02583,Molestation,10,High,3.3,1.84,FALSE,34,Low,7,
NAG2025_0473,2025-06-17,03:36,Night,Ajni,Ajni,21.12606,79.08339,Eve Teasing,3,Low,2.95,2.04,FALSE,92,High,11,
NAG2025_0474,2025-08-17,18:22,Evening,Yashodhara Nagar,Yashodhara Nagar,21.18398,79.12652,Sexual Harassment,9,Medium,1.19,0.27,TRUE,85,High,4,
NAG2025_0475,2025-05-20,17:10,Evening,Mahalaxmi Nagar,Mahalaxmi Nagar,21.09997,79.11817,Stalking,8,Low,3.55,1.21,FALSE,62,Medium,9,
NAG2025_0476,2025-08-14,01:34,Night,Wathoda,Wathoda,21.14254,79.1366,Assault,6,High,2.49,0.86,FALSE,53,Medium,30,
NAG2025_0477,2025-11-21,05:16,Night,Jaripatka,Jaripatka,21.18606,79.08337,Eve Teasing,5,Medium,0.36,2.79,FALSE,86,High,17,
NAG2025_0478,2025-04-02,20:28,Evening,Jaripatka,Jaripatka,21.18336,79.08997,Molestation,1,Low,0.93,3.37,FALSE,100,High,17,
NAG2025_0479,2025-04-02,21:56,Night,Mahalaxmi Nagar,Mahalaxmi Nagar,21.10072,79.12108,Kidnapping,5,Medium,1.33,3.32,FALSE,86,High,9,
NAG2025_0480,2025-04-11,17:15,Evening,Lashkaribagh,Lashkaribagh,21.16929,79.10318,Molestation,6,Low,0.9,2.15,FALSE,82,High,20,
NAG2025_0481,2025-07-04,20:39,Evening,Ganeshpeth,Ganeshpeth,21.14411,79.09288,Domestic Violence,7,High,2.92,3.91,TRUE,75,High,14,
NAG2025_0482,2025-12-24,12:47,Afternoon,Kalamna,Kalamna,21.15568,79.14487,Assault,5,Low,1.35,1.07,TRUE,87,High,3,
NAG2025_0483,2025-06-13,15:43,Afternoon,Trimurti Nagar,Trimurti Nagar,21.11719,79.03362,Eve Teasing,1,Medium,1.73,0.4,FALSE,83,High,28,
NAG2025_0484,2025-10-05,09:43,Morning,Wathoda,Wathoda,21.13862,79.13978,Domestic Violence,7,High,1.83,3.04,FALSE,42,Medium,30,
NAG2025_0485,2025-02-01,21:36,Night,MIHAN,MIHAN,21.06051,79.01902,Sexual Harassment,1,Low,0.27,0.72,FALSE,100,High,21,
NAG2025_0486,2025-10-19,21:48,Night,Kotwali,Kotwali,21.14128,79.10737,Sexual Harassment,5,Medium,2.21,1.8,TRUE,94,High,18,
NAG2025_0487,2025-08-22,19:39,Evening,Hingna,Hingna,21.07262,79.02158,Eve Teasing,8,High,3.61,1.24,TRUE,58,Medium,7,
NAG2025_0488,2025-12-23,22:18,Night,Telangkhedi,Telangkhedi,21.15446,79.04567,Molestation,1,Low,3.28,1.61,FALSE,100,High,10,
NAG2025_0489,2025-08-28,03:17,Night,Mahal,Mahal,21.13998,79.11294,Domestic Violence,7,Medium,3.9,1.64,TRUE,91,High,6,
NAG2025_0490,2025-09-10,08:17,Morning,Nandanvan,Nandanvan,21.14244,79.12636,Stalking,2,Medium,4.47,4.12,TRUE,100,High,23,
NAG2025_0491,2025-07-25,13:46,Afternoon,Nandanvan,Nandanvan,21.1352,79.12691,Molestation,5,Medium,1.56,2.03,FALSE,54,Medium,23,
NAG2025_0492,2025-08-10,19:03,Evening,Hingna,Hingna,21.0729,79.02241,Stalking,5,High,2.79,2.05,FALSE,64,Medium,7,
NAG2025_0493,2025-04-01,13:41,Afternoon,Mahal,Mahal,21.14544,79.11537,Sexual Harassment,1,High,0.51,3.48,FALSE,80,High,6,
NAG2025_0494,2025-04-03,07:17,Morning,Hudkeshwar,Hudkeshwar,21.09021,79.12383,Molestation,8,Medium,3.31,2.13,FALSE,42,Medium,1,
NAG2025_0495,2025-10-22,16:08,Afternoon,Gittikhadan,Gittikhadan,21.17363,79.04855,Molestation,5,Medium,4.12,2.37,FALSE,57,Medium,15,
NAG2025_0496,2025-12-03,23:51,Night,MIHAN,MIHAN,21.05594,79.01959,Molestation,1,Medium,3.63,4.31,FALSE,89,High,21,
NAG2025_0497,2025-06-03,18:18,Evening,Telangkhedi,Telangkhedi,21.1602,79.04814,Sexual Harassment,7,High,0.53,2.71,FALSE,52,Medium,10,
NAG2025_0498,2025-06-12,19:58,Evening,Lakadganj,Lakadganj,21.15656,79.11446,Eve Teasing,9,Low,4.13,2.01,FALSE,66,Medium,19,
NAG2025_0499,2025-09-21,11:26,Morning,Beltarodi,Beltarodi,21.07376,79.07949,Domestic Violence,9,Medium,0.33,4.41,FALSE,48,Medium,2,
NAG2025_0500,2025-11-07,03:38,Night,Hingna,Hingna,21.07248,79.02521,Molestation,4,Medium,1.7,4.34,FALSE,85,High,7,
NAG2025_0501,2025-06-26,22:10,Night,Manewada,Manewada,21.09142,79.10877,Molestation,10,High,3.94,2.88,FALSE,49,Medium,22,
NAG2025_0502,2025-07-26,10:55,Morning,Sadar,Sadar,21.15863,79.07726,Domestic Violence,9,High,2.83,0.63,FALSE,35,Low,26,
NAG2025_0503,2025-11-21,09:17,Morning,Telangkhedi,Telangkhedi,21.16296,79.04717,Sexual Harassment,1,High,2.27,3.71,FALSE,75,High,10,
NAG2025_0504,2025-02-27,21:43,Night,Dharampeth,Dharampeth,21.13868,79.06178,Molestation,9,Low,0.95,1.0,TRUE,98,High,13,
NAG2025_0505,2025-01-02,13:16,Afternoon,Hudkeshwar,Hudkeshwar,21.08954,79.13129,Kidnapping,6,High,3.96,4.66,FALSE,46,Medium,1,
NAG2025_0506,2025-08-01,20:24,Evening,Beltarodi,Beltarodi,21.07998,79.07662,Domestic Violence,10,High,3.84,3.36,FALSE,30,Low,2,
NAG2025_0507,2025-12-13,16:54,Afternoon,Yashodhara Nagar,Yashodhara Nagar,21.18002,79.12869,Sexual Harassment,3,Medium,3.93,2.58,TRUE,79,High,4,
NAG2025_0508,2025-12-12,17:58,Evening,Lakadganj,Lakadganj,21.15196,79.11887,Stalking,4,Medium,2.48,3.96,FALSE,65,Medium,19,
NAG2025_0509,2025-12-04,14:22,Afternoon,Hudkeshwar,Hudkeshwar,21.09474,79.12319,Sexual Harassment,4,High,4.59,0.79,FALSE,52,Medium,1,
NAG2025_0510,2025-09-25,22:50,Night,Hudkeshwar,Hudkeshwar,21.08953,79.12833,Stalking,2,Medium,4.05,4.83,TRUE,100,High,1,
NAG2025_0511,2025-07-03,07:00,Morning,Wathoda,Wathoda,21.13904,79.13819,Domestic Violence,8,Medium,2.01,1.36,FALSE,54,Medium,30,
NAG2025_0512,2025-08-12,20:22,Evening,Ajni,Ajni,21.12539,79.07877,Domestic Violence,5,Low,0.53,4.73,FALSE,92,High,11,
NAG2025_0513,2025-08-17,04:11,Night,Wathoda,Wathoda,21.13307,79.13762,Molestation,1,Low,2.53,2.4,FALSE,100,High,30,
NAG2025_0514,2025-08-13,16:32,Afternoon,Kalamna,Kalamna,21.15337,79.13639,Kidnapping,2,Low,3.76,1.81,FALSE,88,High,3,
NAG2025_0515,2025-02-03,05:37,Night,Telangkhedi,Telangkhedi,21.15406,79.04984,Eve Teasing,9,Low,2.15,1.11,FALSE,81,High,10,
NAG2025_0516,2025-01-06,23:24,Night,Yashodhara Nagar,Yashodhara Nagar,21.17762,79.12207,Molestation,1,High,4.25,2.66,TRUE,100,High,4,
NAG2025_0517,2025-05-22,05:54,Night,Yashodhara Nagar,Yashodhara Nagar,21.1848,79.12302,Assault,5,Low,2.9,2.82,FALSE,84,High,4,
NAG2025_0518,2025-03-02,12:04,Afternoon,Sadar,Sadar,21.16351,79.07815,Molestation,3,Low,4.19,3.26,FALSE,74,High,26,
NAG2025_0519,2025-03-26,03:06,Night,Sadar,Sadar,21.1621,79.07175,Domestic Violence,6,Medium,3.81,4.33,FALSE,79,High,26,
NAG2025_0520,2025-09-06,01:55,Night,Kalamna,Kalamna,21.15704,79.13751,Sexual Harassment,6,Medium,0.72,1.6,FALSE,77,High,3,
NAG2025_0521,2025-09-04,12:08,Afternoon,Lakadganj,Lakadganj,21.15849,79.12049,Eve Teasing,6,High,1.72,2.45,FALSE,56,Medium,19,
NAG2025_0522,2025-08-02,13:10,Afternoon,Ganeshpeth,Ganeshpeth,21.14427,79.1006,Eve Teasing,1,Low,0.61,3.68,FALSE,89,High,14,
NAG2025_0523,2025-01-22,01:02,Night,Kalamna,Kalamna,21.15485,79.13667,Molestation,7,Medium,2.93,3.34,FALSE,67,Medium,3,
NAG2025_0524,2025-07-08,13:33,Afternoon,Ganeshpeth,Ganeshpeth,21.14134,79.09382,Domestic Violence,10,High,4.52,1.83,FALSE,29,Low,14,
NAG2025_0525,2025-02-25,15:07,Afternoon,Gittikhadan,Gittikhadan,21.17558,79.04794,Assault,2,Low,3.05,3.06,FALSE,88,High,15,
NAG2025_0526,2025-10-28,03:15,Night,Kalamna,Kalamna,21.15717,79.14328,Eve Teasing,4,Low,0.24,2.49,TRUE,100,High,3,
NAG2025_0527,2025-12-08,02:06,Night,Wathoda,Wathoda,21.13986,79.13411,Stalking,9,Medium,0.87,2.65,FALSE,71,High,30,
NAG2025_0528,2025-04-20,23:18,Night,Beltarodi,Beltarodi,21.07107,79.07624,Molestation,5,Low,1.05,2.01,FALSE,100,High,2,
NAG2025_0529,2025-10-16,16:44,Afternoon,Dharampeth,Dharampeth,21.13862,79.06428,Eve Teasing,2,Low,1.53,0.31,FALSE,95,High,13,
